<<<<<<< HEAD
 Txid ,Block# ,Date(GMT),Sender, Recipient ,Amount,Token,Fee,Remark
 0xf41cf6886e8952fe91c190e1bb3f888291d257b004e7da4590d65475241e1d72 ,7791789,12/19/2020 22:14,0xfa351b13443f24d7455827564e68ca76c0e5c0fe, 0xa4adafaef9ec07bc4dc6de146934c7119341ee25 ,1249.184353,VET,0,received 1249.1843534 VET
 0x7d23bd343f2601d92625d4a2d09da6326fb67f9199d0075e2c63c350bf54eded ,7791789,12/19/2020 22:14,0x7a1d132c1a3657fc2b65b59de89ab3a8220e8756, 0xa4adafaef9ec07bc4dc6de146934c7119341ee25 ,1273.4907,VET,0,received 1273.4907 VET
 0x5ec3b8c9d067ce03cdca407c28fbb28653769bb532d45540adb2e2e1f38924de ,7791789,12/19/2020 22:14,0xf340cbe089b2466ddd8d3e3dec3711cc80f2b21d, 0xa4adafaef9ec07bc4dc6de146934c7119341ee25 ,1274,VET,0,received 1274 VET
 0xacb3ee9dcccf1cf1e9f873237c727ea672b3089f6f50b03989a9b6978d661811 ,7791789,12/19/2020 22:14,0x1089d7fa4511dead08c4f1c52e6a55ef3631b4f8, 0xa4adafaef9ec07bc4dc6de146934c7119341ee25 ,1271.917025,VET,0,received 1271.91702479 VET
 0xe98d61422b61d8fa6b7ffe9e8b201fcf06779030f23ba25a05f485ff8ac444c5 ,7791789,12/19/2020 22:14,0xf42ba746d3e76038007e6397fddbd00b2e92140d, 0xa4adafaef9ec07bc4dc6de146934c7119341ee25 ,1248.783547,VET,0,received 1248.7835474 VET
 0x16b39f52525279e0590ea1ce053b6e7a179380395106f7808022f672391e0c30 ,7791790,12/19/2020 22:14,0xdaaa3d2b9bc6ec57055fd9290ea285e6366043a7, 0xa4adafaef9ec07bc4dc6de146934c7119341ee25 ,1224,VET,0,received 1224 VET
 0x6fdebee1b0eb3b9c0e366a96f43911cac59241f06876d7486168520726cd8137 ,7791790,12/19/2020 22:14,0x97fa13b0596ddb50bddb7d1651d2d1bd25ac5d3b, 0xa4adafaef9ec07bc4dc6de146934c7119341ee25 ,1203.45524,VET,0,received 1203.45524 VET
 0x65fb1744617a280adc362794b2d9bb60cce5548dfa28cd3fa3921dd6cd5c7d7a ,7791790,12/19/2020 22:14,0x6481ae5bcaf2d97bf0b95341f8bb6a1aac87b4ab, 0xa4adafaef9ec07bc4dc6de146934c7119341ee25 ,1241.417419,VET,0,received 1241.4174193 VET
 0x2519a6f82f46bff2a9e66be308f6da13b35888f6f6e38f3bff7c219034d67be2 ,7791790,12/19/2020 22:14,0x3972750db1df2e61ddd13943452d029a0efff2f4, 0xa4adafaef9ec07bc4dc6de146934c7119341ee25 ,1213,VET,0,received 1213 VET
 0xd0da5c2b2b5c7dabf3adbfadd63536163e9627f959432f72c7c7743375f8a205 ,7791790,12/19/2020 22:14,0x1bac5121950f26adc601c3a0d6f66676811217e9, 0xa4adafaef9ec07bc4dc6de146934c7119341ee25 ,1246.22796,VET,0,received 1246.22795985 VET
 0x622c8154ce88de273108c695caa6f83b785dc8e4306f2256db348ba762123d92 ,7791790,12/19/2020 22:14,0x01de9b7cace6f9e3d197723f66deb126fe0dd43d, 0xa4adafaef9ec07bc4dc6de146934c7119341ee25 ,1200,VET,0,received 1200 VET
 0xa41fc0bf77e2ab5a9f792807ada10d6b22a8d288920dd315604d1a3eae0a644b ,7791791,12/19/2020 22:14,0x90cea091d7ee09f83e8d7eac9973eeafdf15f992, 0xa4adafaef9ec07bc4dc6de146934c7119341ee25 ,1140.8964,VET,0,received 1140.8964 VET
 0xdb5da1fcbb9e518f787567e30cba9ba42e2172d95bcfe716e2aa13e6d0d2437e ,7791791,12/19/2020 22:14,0x937cdbc05d8afa41f01bcf566c35183b3c253fb8, 0xa4adafaef9ec07bc4dc6de146934c7119341ee25 ,1169.983091,VET,0,received 1169.9830908 VET
 0x7414b8d22ae81b730a68135912b4eb33837d1a560b7c51afdcf9c0ca177f8e7f ,7791791,12/19/2020 22:14,0x5e11e44674c74a9261fd79ddfcc72fc9c7b2cc17, 0xa4adafaef9ec07bc4dc6de146934c7119341ee25 ,1200,VET,0,received 1200 VET
=======
 Txid ,Block# ,Date(GMT),Sender, Recipient ,Amount,Token,Fee,Remark
 0x292cc731d0503bc8cd21de557030993f42338c4a9f5831447abd50335b4c4fe4 ,7783792,12/19/2020 0:01,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x6a5a6cfea0e99dec322cc0c12fe239972cc5626e ,-6425.468,VET,-37,sent 6425.468 VET
 0x292cc731d0503bc8cd21de557030993f42338c4a9f5831447abd50335b4c4fe4 ,7783792,12/19/2020 0:01,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0xdee20752eec8a0019f7a294d22bb70c2754de3d3 ,-5900,VET,-37,sent 5900 VET
 0x3a1de9e06be789d6305ee4bed202c0da218fda1d2376b4369b5e57bb9c581723 ,7783829,12/19/2020 0:07,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0xa76069009d961bbef0c703fcebdc893a816a6812 ,-1869.872552,VET,-37,sent 1869.87255166 VET
 0x3a1de9e06be789d6305ee4bed202c0da218fda1d2376b4369b5e57bb9c581723 ,7783829,12/19/2020 0:07,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x0aa743c6e32a8ab9cc73172d11bd0795562e76f1 ,-1797.610595,VET,-37,sent 1797.61059506 VET
 0x669335db44f7e247cd80a8821c676ab2c71f445dc40740e443a4dc5627b3ca65 ,7783841,12/19/2020 0:09,0xd5ce9c279ec41dcb8ea5ecd1e70c8dcc54110ce0, 0xa4adafaef9ec07bc4dc6de146934c7119341ee25 ,1000,VET,0,received 1000 VET
 0x9dca5c4051dee8986b9e35971d480e64083cf69b9e06d1fc1536c505872027be ,7783854,12/19/2020 0:11,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x9c7f05fb6daed8f10c1bcae761f267600686d81a ,-47404.448,VET,-21,sent 47404.448 VET
 0x099b90fb57eff15936c33b972e7e63c344537a4eea4b550f9c3d13fa89adad87 ,7783867,12/19/2020 0:13,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x2ac39cb339ff272f1cfe168aab91d733860c02d3 ,-179100,VET,-37,sent 179100 VET
 0x099b90fb57eff15936c33b972e7e63c344537a4eea4b550f9c3d13fa89adad87 ,7783867,12/19/2020 0:13,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0xac0f5c7349a8f6e059dab00a0674788544f09fc7 ,-3440.374639,VET,-37,sent 3440.37463903 VET
 0x45137b9c7c9b109ef3067e69af266b5f222f9378016c459b5ea28d0ff0480a6f ,7783880,12/19/2020 0:15,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x3ae826414c060b121fadfcd3e930d5b5accb6bf4 ,-116948.834,VET,-21,sent 116948.834 VET
 0x1bc77b632407c2f8565b4021a401bee4218dd5f6f91c66a920823bc29520b73a ,7783894,12/19/2020 0:18,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0xcce844a1da3c17bd65e10e4565e514686213c4f4 ,-256,VET,-21,sent 256 VET
 0xb6d60196ba8d9368f0ed498d326b15e9a10e06a68e58df2133743ce4ab57757e ,7783906,12/19/2020 0:20,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x77090726cfebc72da42a32347853b0f0134bae7d ,-14953.00661,VTHO,-36.71,sent 14953.00660942 VTHO
 0x3b2b456e911e0cd798599cd0d402ea8daa0da377c76813583572aff14bb075b8 ,7783920,12/19/2020 0:22,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x2e8b606972801e108e9ebc3eab14c98207ba5fce ,-2675.370635,VET,-21,sent 2675.37063457 VET
 0x01e770e8d249a093b36889766f137a56ab1e3b080e1f221e8785889e9ee5fb1b ,7783933,12/19/2020 0:24,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x7bccf8eece94700619d7e5967608a38e6a18bbe0 ,-900,VET,-53,sent 900 VET
 0x01e770e8d249a093b36889766f137a56ab1e3b080e1f221e8785889e9ee5fb1b ,7783933,12/19/2020 0:24,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x38a4ead392c1b37e46d12b6948aa6ad346a933d2 ,-195392,VET,-53,sent 195392 VET
 0x01e770e8d249a093b36889766f137a56ab1e3b080e1f221e8785889e9ee5fb1b ,7783933,12/19/2020 0:24,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x3090952491336d49c151166280dee7e838f6e449 ,-105818.6837,VET,-53,sent 105818.683739 VET
 0x64b181ce6c27031bc888ae162957714443b4e9fd974687674fa7c67e79b10925 ,7783946,12/19/2020 0:26,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0xc65772a79cfae43a194feb5b1b25ce53eba78acc ,-3964.237767,VET,-21,sent 3964.23776656 VET
 0x2f025fc8540590e7c31a72da1e7b4faf928b24902d3a96d548a2123cc5b38541 ,7783959,12/19/2020 0:28,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0xd4444d3bf8371adfe5d69f3750204b7c3be9b7b8 ,-3396,VET,-21,sent 3396 VET
 0x98e7e220d8b0f8a262101b31c5ae4f12b89d7418ab8bd9d7bee262453c38935e ,7783961,12/19/2020 0:29,0xaf4bd931b6846b46ad602aefc72ba6675bb45338, 0xa4adafaef9ec07bc4dc6de146934c7119341ee25 ,29393.11,VET,0,received 29393.11 VET
 0x444a77cbb95edd7624ce4ff77dafbf19787461225fcb19f7075acdbbc381436e ,7783961,12/19/2020 0:29,0xf0e1d83d5a6d5a3c6708ec970ef1f573db5d275e, 0xa4adafaef9ec07bc4dc6de146934c7119341ee25 ,4277153.377,VTHO,0,received 4277153.3770203 VTHO
 0x5efd909820dc345874ed44a6690f2bafb63dbdf809d7742f23f9f5623b882e8c ,7783972,12/19/2020 0:31,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x92e56e079934673cbfafd07669db986316a0d24e ,-5750,VET,-37,sent 5750 VET
 0x5efd909820dc345874ed44a6690f2bafb63dbdf809d7742f23f9f5623b882e8c ,7783972,12/19/2020 0:31,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x3ba41d9e2502e5f8b82211d0f328a577180f390a ,-237636.026,VET,-37,sent 237636.026 VET
 0x60f95ab2b5f719d5c53951c99e78aea14e211ba00846949a8d996fd5fbf6ddf3 ,7783985,12/19/2020 0:33,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x7bccf8eece94700619d7e5967608a38e6a18bbe0 ,-29767,VET,-21,sent 29767 VET
 0x3dab7b3dec492e1426a6f8ba0b2d1aa24cc0eb66f1d86f692b0855be6681f608 ,7783998,12/19/2020 0:35,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x026cedd0af9964a5cb710e9bee97223d6f566d9f ,-350700,VET,-69,sent 350700 VET
 0x3dab7b3dec492e1426a6f8ba0b2d1aa24cc0eb66f1d86f692b0855be6681f608 ,7783998,12/19/2020 0:35,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0xe5bd0619f49f40895eede319ab67408a8961fd7f ,-9700,VET,-69,sent 9700 VET
 0x3dab7b3dec492e1426a6f8ba0b2d1aa24cc0eb66f1d86f692b0855be6681f608 ,7783998,12/19/2020 0:35,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x2ac39cb339ff272f1cfe168aab91d733860c02d3 ,-218700,VET,-69,sent 218700 VET
 0x3dab7b3dec492e1426a6f8ba0b2d1aa24cc0eb66f1d86f692b0855be6681f608 ,7783998,12/19/2020 0:35,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x119d25f232cdbc97bc4363d8bed6f6ad465fe9f8 ,-1848.534342,VET,-69,sent 1848.53434169 VET
 0x6f9f88a52221870911f4a6da13c314c5156818268ad81128c94fe2a695099e1e ,7784011,12/19/2020 0:37,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x7bccf8eece94700619d7e5967608a38e6a18bbe0 ,-933.43624,VTHO,-36.582,sent 933.43624 VTHO
 0xa92f987a8c28f97bf84e39747fefb7d7e9617dd60cc61e4a6f215de627771aa0 ,7784021,12/19/2020 0:39,0x2bc812c70dcd634a07ce4fb9cd9ba4319fd9898d, 0xa4adafaef9ec07bc4dc6de146934c7119341ee25 ,153378.6987,VET,0,received 153378.69865077 VET
 0xa81cfcffe4720e28370dad649e8301ade75dc5ae78ea72e210e23f5cf2d59d0e ,7784036,12/19/2020 0:41,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x2ac39cb339ff272f1cfe168aab91d733860c02d3 ,-351300,VET,-37,sent 351300 VET
 0xa81cfcffe4720e28370dad649e8301ade75dc5ae78ea72e210e23f5cf2d59d0e ,7784036,12/19/2020 0:41,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x6458a8f8c221a5fb4605fb21bc03a3d1ed7d0ffb ,-190463.3014,VET,-37,sent 190463.30135944 VET
 0x77543e61d7f0c36e2dbaa46db8fdd320fb4b3104551d566ff60071e48ad4e429 ,7784049,12/19/2020 0:43,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x00235d3895f14d050fca30bab6e1df12f55560cc ,-735900,VET,-53,sent 735900 VET
 0x77543e61d7f0c36e2dbaa46db8fdd320fb4b3104551d566ff60071e48ad4e429 ,7784049,12/19/2020 0:43,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x7a66ec995ffd7530f01068ae5622fe04b0595ebf ,-118482,VET,-53,sent 118482 VET
 0x77543e61d7f0c36e2dbaa46db8fdd320fb4b3104551d566ff60071e48ad4e429 ,7784049,12/19/2020 0:43,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0xe7650fec257306b340b931964bd1d8b1fdf32323 ,-2695.202,VET,-53,sent 2695.202 VET
 0xd5e9247aec53edd8b5cbaaf50e407e684d7d2426a89d09aefc7d1c4448482b0b ,7784062,12/19/2020 0:46,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x56312667853c3e8287df35ad17ab12498540bd15 ,-6787.106,VET,-53,sent 6787.106 VET
 0xd5e9247aec53edd8b5cbaaf50e407e684d7d2426a89d09aefc7d1c4448482b0b ,7784062,12/19/2020 0:46,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x026cedd0af9964a5cb710e9bee97223d6f566d9f ,-301100,VET,-53,sent 301100 VET
 0xd5e9247aec53edd8b5cbaaf50e407e684d7d2426a89d09aefc7d1c4448482b0b ,7784062,12/19/2020 0:46,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x531778fca98de50b532b1a0cf4c3cc328adad8f8 ,-7000,VET,-53,sent 7000 VET
 0xdcd162c0eba9c0e46302d929e0e84fb7b66459a695fd326583eb90723f5cebea ,7784087,12/19/2020 0:50,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0xf8b0ef312bdfd67310ee96fa660e37d9cbd0bc25 ,-1213,VET,-21,sent 1213 VET
 0xc591d47159cfc249fc5499ae54f25ea7f8679eda574c02d0c64ea9554c0eabec ,7784112,12/19/2020 0:54,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x9673b81dee5181ec77a020fb745e462798ea52ec ,-10000,VET,-68.71,sent 10000 VET
 0xc591d47159cfc249fc5499ae54f25ea7f8679eda574c02d0c64ea9554c0eabec ,7784112,12/19/2020 0:54,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x8a0a035a33173601bfbec8b6ae7c4a6557a55103 ,-20867.38513,VET,-68.71,sent 20867.385125 VET
 0xc591d47159cfc249fc5499ae54f25ea7f8679eda574c02d0c64ea9554c0eabec ,7784112,12/19/2020 0:54,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x425dc2606187b041b5ae0c41c7301ed28e296caf ,-60005.31227,VTHO,-68.71,sent 60005.31226989 VTHO
 0xc35b87e276fc0f743582e1a4b0ed3bda3c6d6c879f914cad9350f8267ab0e132 ,7784125,12/19/2020 0:56,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0xffb2e1366ccbad63eb36af937eb834c416e7071b ,-10889,VET,-21,sent 10889 VET
 0x6eca236fd2cb824b8080706b7e0b4d6de7d65ac83daf846b135e5f88d3d9d3f7 ,7784162,12/19/2020 1:02,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x119cc3f02b08026b17ea414efe847b19dc848b47 ,-13296,VET,-52.582,sent 13296 VET
 0x6eca236fd2cb824b8080706b7e0b4d6de7d65ac83daf846b135e5f88d3d9d3f7 ,7784162,12/19/2020 1:02,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x6f107d3d48cef50d581c12656ec009fbda76545b ,-200,VTHO,-52.582,sent 200 VTHO
 0x0ae34c433366535e6f81157ce36d34032493707e063cd4155262503e909f9f3d ,7784176,12/19/2020 1:05,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0xfaf71785f3d4b8bf7aa06cc141312176e4127508 ,-82301,VET,-37,sent 82301 VET
 0x0ae34c433366535e6f81157ce36d34032493707e063cd4155262503e909f9f3d ,7784176,12/19/2020 1:05,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0xbb76ca9ec754bb0ebaa58bb1ccdfe690c8913191 ,-1897.145592,VET,-37,sent 1897.1455921 VET
 0x95595ad6b8ea0233e0e63e13de4ca5f736e27707e9b8aa696aff92ad9ce95521 ,7784189,12/19/2020 1:07,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0xe2eb211b5438a0d8360b1ac1e5a27d9a033b6298 ,-150389,VET,-21,sent 150389 VET
 0x16fbc4607d2ba22cfa583c7eda86942848305bfc2f00546d0dc7600c556baf46 ,7784201,12/19/2020 1:09,0xcbf63d12062322199db07e91f6a9b6b1e7cfbcbb, 0xa4adafaef9ec07bc4dc6de146934c7119341ee25 ,152561.930431537897449041,VET,0,received 152561.930431537897449041 VET
 0xe7981d4ccab0c04d3a2d622d87b8782772001851d29f08f4be56d9b06acc1839 ,7784201,12/19/2020 1:09,0xb854026be02455ddee633b15f80bb16853779abb, 0xa4adafaef9ec07bc4dc6de146934c7119341ee25 ,235123,VET,0,received 235123 VET
 0x3cf80e05d7875165f81bfc0be943cf5d83f5c53caf9ee9d56d0949deaf444b23 ,7784201,12/19/2020 1:09,0xd2689d9ddc4b1ff4785e891e14150afa8dac2784, 0xa4adafaef9ec07bc4dc6de146934c7119341ee25 ,7463.226,VTHO,0,received 7463.226 VTHO
 0x6c0a4c16a5dd44fe40cc0ae2be1bf7569c8f504a2551cd6ca324a0eb968db8ba ,7784202,12/19/2020 1:09,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x1e7d3a3c9f758bab0679cc6d4592b6f7c9a70f03 ,-11926.0803,VET,-67.646,sent 11926.08030263 VET
 0x6c0a4c16a5dd44fe40cc0ae2be1bf7569c8f504a2551cd6ca324a0eb968db8ba ,7784202,12/19/2020 1:09,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x7a48a5b1306bef9641d71bca9807311ae83dfc2d ,-768.8393244,VTHO,-67.646,sent 768.83932442 VTHO
 0xa0b2776de8dad58e3e3af86ba17520450017921c9a286d04cdfb39cb0aa74e46 ,7784215,12/19/2020 1:11,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x0119f3fb7ce41078782adca97ef2c676e834ee2d ,-1721.795,VET,-21,sent 1721.795 VET
 0xddbd3228281372a199383292509f8b947f2c74b4d923482100329f490302554e ,7784228,12/19/2020 1:13,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x4064bbf884eb4f4da22b1bf30288775791d2ecc8 ,-261110.528,VET,-68.646,sent 261110.528 VET
 0xddbd3228281372a199383292509f8b947f2c74b4d923482100329f490302554e ,7784228,12/19/2020 1:13,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x4703582c50fcd1b65fab573bd02c1c53bbe05f92 ,-6400000,VET,-68.646,sent 6400000 VET
 0xddbd3228281372a199383292509f8b947f2c74b4d923482100329f490302554e ,7784228,12/19/2020 1:13,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0xffb2e1366ccbad63eb36af937eb834c416e7071b ,-595.16404,VTHO,-68.646,sent 595.16403998 VTHO
 0x02c03ee793f06d81055847aac72a18e22878ae9ef157298423caad8fb6041e32 ,7784241,12/19/2020 1:15,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x779f8796408027f2a7d5c7feb84d10affd4bc061 ,-4889.06342,VET,-37,sent 4889.06342029 VET
 0x02c03ee793f06d81055847aac72a18e22878ae9ef157298423caad8fb6041e32 ,7784241,12/19/2020 1:15,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0xfdf3fcdb9dab2487d2534d6ab899e57ebcca5d2a ,-4621.667473,VET,-37,sent 4621.66747304 VET
 0xd1867013a5e176b6da6aecd72bfa2b63f0cb21f0576f02fdb94d179946d1198f ,7784253,12/19/2020 1:17,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x965499c5020431fc8e5a0399ab0ca5c47f2e36b9 ,-200,VTHO,-36.582,sent 200 VTHO
 0xcb5a66dbb13b8f24a1f412b9e40434a8ff1e2f9356b6e7c99ab556f12b90aa3a ,7784267,12/19/2020 1:20,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x7a48a5b1306bef9641d71bca9807311ae83dfc2d ,-2497.4,VET,-21,sent 2497.4 VET
 0x28131dd1ff5613b6e3283e5581a5764349a48905715ca0d6c9cb517c608755cf ,7784280,12/19/2020 1:22,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x7ddbc4684bc5440e3f2cde77f90cb2be5c25427c ,-1031,VET,-53,sent 1031 VET
 0x28131dd1ff5613b6e3283e5581a5764349a48905715ca0d6c9cb517c608755cf ,7784280,12/19/2020 1:22,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x074d0d4d3ba3359b2eb42047201af844084ec3be ,-8097.288929,VET,-53,sent 8097.28892904 VET
 0x28131dd1ff5613b6e3283e5581a5764349a48905715ca0d6c9cb517c608755cf ,7784280,12/19/2020 1:22,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x702640e652e0baa7d63c814f7b8b87cb6ff74e81 ,-22687.19,VET,-53,sent 22687.19 VET
 0x3489920fe24d0c99885c9fafae10ef3af6eed3c9669bb07579ac212f6a2a5b7f ,7784293,12/19/2020 1:24,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x7b82a85d8a2477da2a24726fc9bf17882ce9d773 ,-23776.1,VET,-68.71,sent 23776.1 VET
 0x3489920fe24d0c99885c9fafae10ef3af6eed3c9669bb07579ac212f6a2a5b7f ,7784293,12/19/2020 1:24,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x17cce1476ab72fee97e45801588355b812c64499 ,-2317.467287,VET,-68.71,sent 2317.46728705 VET
 0x3489920fe24d0c99885c9fafae10ef3af6eed3c9669bb07579ac212f6a2a5b7f ,7784293,12/19/2020 1:24,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x4e27a197fdb2e5d6e8e0659ce6206e892986e0fc ,-2499800,VTHO,-68.71,sent 2499800 VTHO
 0xc5bf160f7888da3d38eb4f6fd55cbd9a99f1cba8eab54f9ef0957ea0e040544e ,7784306,12/19/2020 1:26,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0xee7e90dc1e712ff9a16a17398a6c542b4f371f7b ,-21132.32409,VET,-69,sent 21132.32409019 VET
 0xc5bf160f7888da3d38eb4f6fd55cbd9a99f1cba8eab54f9ef0957ea0e040544e ,7784306,12/19/2020 1:26,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x0a886e90a6ccffda8f77dfd9844bfe12ff903812 ,-64326,VET,-69,sent 64326 VET
 0xc5bf160f7888da3d38eb4f6fd55cbd9a99f1cba8eab54f9ef0957ea0e040544e ,7784306,12/19/2020 1:26,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x35cde07b0f847a3897c5e311ab5da94ff89e93b9 ,-12057.67608,VET,-69,sent 12057.67607925 VET
 0xc5bf160f7888da3d38eb4f6fd55cbd9a99f1cba8eab54f9ef0957ea0e040544e ,7784306,12/19/2020 1:26,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x21e1f1862a06753ccb86cc7f52ee1c8c19b1e6ba ,-4950,VET,-69,sent 4950 VET
 0xe29d3b960eb22d1799ea3d50f963bfb9edce829bf3e9c155aad554153c65d7bd ,7784319,12/19/2020 1:28,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x44efe3eb9cf15e2d9414501ade549f4651363f32 ,-100,VET,-21,sent 100 VET
 0xb14c79632fddb3f3f8be177a364cc5e664946b80511685a8992ad8cfac00e118 ,7784321,12/19/2020 1:29,0x20e3a9cf9f2d4773de24fb50b1eff25fed70acc3, 0xa4adafaef9ec07bc4dc6de146934c7119341ee25 ,281050.458548828351429718,VET,0,received 281050.458548828351429718 VET
 0x7e09e5f4d4fa06022ee6d6e0de07b18ed5b4cd1f3e61e4138dbbabd45bb243ec ,7784332,12/19/2020 1:31,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x44efe3eb9cf15e2d9414501ade549f4651363f32 ,-816.9088779,VTHO,-36.582,sent 816.90887793 VTHO
 0xc210b4f6a22e14f0483f8db6ecc1a2b8d89ad91d8864afc732097cea3cf5f8ca ,7784345,12/19/2020 1:33,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x00235d3895f14d050fca30bab6e1df12f55560cc ,-735900,VET,-37,sent 735900 VET
 0xc210b4f6a22e14f0483f8db6ecc1a2b8d89ad91d8864afc732097cea3cf5f8ca ,7784345,12/19/2020 1:33,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0xa58cdb60b4b25ca76242b7720bbf39ac29e4a893 ,-44097.758,VET,-37,sent 44097.758 VET
 0xd94e40d6bc54334437d31184b24bef92613bec62ba89ab0cb0a570da2c022995 ,7784358,12/19/2020 1:35,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0x343b3ad979d3259e447f56c032689f8d81686afc ,-4900,VET,-68.646,sent 4900 VET
 0xd94e40d6bc54334437d31184b24bef92613bec62ba89ab0cb0a570da2c022995 ,7784358,12/19/2020 1:35,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0xcb1be0d29be81184ca9f6ec616e82b0dd662eb97 ,-49851.405,VET,-68.646,sent 49851.405 VET
 0xd94e40d6bc54334437d31184b24bef92613bec62ba89ab0cb0a570da2c022995 ,7784358,12/19/2020 1:35,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0xb986af8129df6bc630e496ce1ab4360a46484ade ,-692.995,VTHO,-68.646,sent 692.995 VTHO
 0x4601b2b4dc566820e64deccdd828fd28a7c449bd9139239646c6636d5d089e6d ,7784381,12/19/2020 1:39,0x4344a77c0bcb47657e69fa21fc033b1af4054100, 0xa4adafaef9ec07bc4dc6de146934c7119341ee25 ,5335.953275,VET,0,received 5335.95327483 VET
 0x42f5fcfc991f734a00943b5faa34a42f92c6efd543a96a77d2c25dc3ad2e2b85 ,7784381,12/19/2020 1:39,0x4e2353cb9a90a76bd5f5dd6972cdf20cd7b9b7b1, 0xa4adafaef9ec07bc4dc6de146934c7119341ee25 ,74701.53256,VTHO,0,received 74701.53256338 VTHO
 0x850a181a0116930a69b7eab82ef2a9867435926ab88541f9f560975e22791c79 ,7784395,12/19/2020 1:41,0xa4adafaef9ec07bc4dc6de146934c7119341ee25, 0xe1e1fcaf41f579e40a16612d7be5728111785949 ,-3791,VET,-21,sent 3791 VET
